id,item_id,dept_id,store_id,state_id,d,sales,date,weekday,wday,month,year,event_name_1
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_125,0,2011-06-02,Thursday,6,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_126,0,2011-06-03,Friday,7,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_126,45,2011-06-03,Friday,7,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_126,29,2011-06-03,Friday,7,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_126,38,2011-06-03,Friday,7,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_126,0,2011-06-03,Friday,7,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_127,0,2011-06-04,Saturday,1,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_127,58,2011-06-04,Saturday,1,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_127,40,2011-06-04,Saturday,1,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_127,38,2011-06-04,Saturday,1,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_127,0,2011-06-04,Saturday,1,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_128,0,2011-06-05,Sunday,2,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_128,57,2011-06-05,Sunday,2,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_128,39,2011-06-05,Sunday,2,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_128,47,2011-06-05,Sunday,2,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_128,0,2011-06-05,Sunday,2,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_129,0,2011-06-06,Monday,3,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_129,55,2011-06-06,Monday,3,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_129,25,2011-06-06,Monday,3,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_129,26,2011-06-06,Monday,3,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_129,0,2011-06-06,Monday,3,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_130,0,2011-06-07,Tuesday,4,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_130,41,2011-06-07,Tuesday,4,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_130,15,2011-06-07,Tuesday,4,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_130,33,2011-06-07,Tuesday,4,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_130,0,2011-06-07,Tuesday,4,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_131,0,2011-06-08,Wednesday,5,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_131,36,2011-06-08,Wednesday,5,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_131,18,2011-06-08,Wednesday,5,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_131,31,2011-06-08,Wednesday,5,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_131,0,2011-06-08,Wednesday,5,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_132,0,2011-06-09,Thursday,6,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_132,38,2011-06-09,Thursday,6,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_132,36,2011-06-09,Thursday,6,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_132,32,2011-06-09,Thursday,6,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_132,0,2011-06-09,Thursday,6,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_133,0,2011-06-10,Friday,7,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_133,48,2011-06-10,Friday,7,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_133,30,2011-06-10,Friday,7,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_133,33,2011-06-10,Friday,7,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_133,0,2011-06-10,Friday,7,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_134,0,2011-06-11,Saturday,1,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_134,57,2011-06-11,Saturday,1,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_134,37,2011-06-11,Saturday,1,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_134,36,2011-06-11,Saturday,1,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_134,0,2011-06-11,Saturday,1,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_135,0,2011-06-12,Sunday,2,6,2011,NBAFinalsEnd
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_135,59,2011-06-12,Sunday,2,6,2011,NBAFinalsEnd
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_135,37,2011-06-12,Sunday,2,6,2011,NBAFinalsEnd
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_135,56,2011-06-12,Sunday,2,6,2011,NBAFinalsEnd
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_135,0,2011-06-12,Sunday,2,6,2011,NBAFinalsEnd
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_136,0,2011-06-13,Monday,3,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_136,53,2011-06-13,Monday,3,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_136,42,2011-06-13,Monday,3,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_136,22,2011-06-13,Monday,3,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_136,0,2011-06-13,Monday,3,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_137,0,2011-06-14,Tuesday,4,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_137,46,2011-06-14,Tuesday,4,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_137,37,2011-06-14,Tuesday,4,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_137,30,2011-06-14,Tuesday,4,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_137,0,2011-06-14,Tuesday,4,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_138,0,2011-06-15,Wednesday,5,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_138,53,2011-06-15,Wednesday,5,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_138,55,2011-06-15,Wednesday,5,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_138,39,2011-06-15,Wednesday,5,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_138,0,2011-06-15,Wednesday,5,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_139,0,2011-06-16,Thursday,6,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_139,36,2011-06-16,Thursday,6,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_139,27,2011-06-16,Thursday,6,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_139,48,2011-06-16,Thursday,6,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_139,0,2011-06-16,Thursday,6,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_140,0,2011-06-17,Friday,7,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_140,43,2011-06-17,Friday,7,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_140,35,2011-06-17,Friday,7,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_140,30,2011-06-17,Friday,7,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_140,0,2011-06-17,Friday,7,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_141,0,2011-06-18,Saturday,1,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_141,73,2011-06-18,Saturday,1,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_141,52,2011-06-18,Saturday,1,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_141,45,2011-06-18,Saturday,1,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_141,0,2011-06-18,Saturday,1,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_142,0,2011-06-19,Sunday,2,6,2011,Father's day
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_142,77,2011-06-19,Sunday,2,6,2011,Father's day
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_142,80,2011-06-19,Sunday,2,6,2011,Father's day
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_142,36,2011-06-19,Sunday,2,6,2011,Father's day
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_142,0,2011-06-19,Sunday,2,6,2011,Father's day
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_143,0,2011-06-20,Monday,3,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_143,41,2011-06-20,Monday,3,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_143,40,2011-06-20,Monday,3,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_143,28,2011-06-20,Monday,3,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_143,0,2011-06-20,Monday,3,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_144,0,2011-06-21,Tuesday,4,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_144,34,2011-06-21,Tuesday,4,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_144,35,2011-06-21,Tuesday,4,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_144,33,2011-06-21,Tuesday,4,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_144,0,2011-06-21,Tuesday,4,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_145,0,2011-06-22,Wednesday,5,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_145,41,2011-06-22,Wednesday,5,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_145,40,2011-06-22,Wednesday,5,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_145,23,2011-06-22,Wednesday,5,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_145,0,2011-06-22,Wednesday,5,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_146,0,2011-06-23,Thursday,6,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_146,37,2011-06-23,Thursday,6,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_146,23,2011-06-23,Thursday,6,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_146,29,2011-06-23,Thursday,6,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_146,0,2011-06-23,Thursday,6,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_147,0,2011-06-24,Friday,7,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_147,47,2011-06-24,Friday,7,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_147,34,2011-06-24,Friday,7,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_147,27,2011-06-24,Friday,7,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_147,0,2011-06-24,Friday,7,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_148,0,2011-06-25,Saturday,1,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_148,45,2011-06-25,Saturday,1,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_148,56,2011-06-25,Saturday,1,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_148,33,2011-06-25,Saturday,1,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_148,0,2011-06-25,Saturday,1,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_149,0,2011-06-26,Sunday,2,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_149,63,2011-06-26,Sunday,2,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_149,68,2011-06-26,Sunday,2,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_149,38,2011-06-26,Sunday,2,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_149,0,2011-06-26,Sunday,2,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_150,0,2011-06-27,Monday,3,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_150,34,2011-06-27,Monday,3,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_150,25,2011-06-27,Monday,3,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_150,27,2011-06-27,Monday,3,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_150,0,2011-06-27,Monday,3,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_151,0,2011-06-28,Tuesday,4,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_151,32,2011-06-28,Tuesday,4,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_151,17,2011-06-28,Tuesday,4,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_151,21,2011-06-28,Tuesday,4,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_151,0,2011-06-28,Tuesday,4,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_152,0,2011-06-29,Wednesday,5,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_152,36,2011-06-29,Wednesday,5,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_152,33,2011-06-29,Wednesday,5,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_152,18,2011-06-29,Wednesday,5,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_152,0,2011-06-29,Wednesday,5,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_153,0,2011-06-30,Thursday,6,6,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_153,43,2011-06-30,Thursday,6,6,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_153,31,2011-06-30,Thursday,6,6,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_153,37,2011-06-30,Thursday,6,6,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_153,0,2011-06-30,Thursday,6,6,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_154,0,2011-07-01,Friday,7,7,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_154,70,2011-07-01,Friday,7,7,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_154,80,2011-07-01,Friday,7,7,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_154,43,2011-07-01,Friday,7,7,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_154,0,2011-07-01,Friday,7,7,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_155,0,2011-07-02,Saturday,1,7,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_155,81,2011-07-02,Saturday,1,7,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_155,86,2011-07-02,Saturday,1,7,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_155,42,2011-07-02,Saturday,1,7,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_155,0,2011-07-02,Saturday,1,7,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_156,0,2011-07-03,Sunday,2,7,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_156,94,2011-07-03,Sunday,2,7,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_156,94,2011-07-03,Sunday,2,7,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_156,53,2011-07-03,Sunday,2,7,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_156,0,2011-07-03,Sunday,2,7,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_157,0,2011-07-04,Monday,3,7,2011,IndependenceDay
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_157,64,2011-07-04,Monday,3,7,2011,IndependenceDay
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_157,52,2011-07-04,Monday,3,7,2011,IndependenceDay
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_157,33,2011-07-04,Monday,3,7,2011,IndependenceDay
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_157,0,2011-07-04,Monday,3,7,2011,IndependenceDay
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_158,0,2011-07-05,Tuesday,4,7,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_158,48,2011-07-05,Tuesday,4,7,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_158,48,2011-07-05,Tuesday,4,7,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_158,27,2011-07-05,Tuesday,4,7,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_158,0,2011-07-05,Tuesday,4,7,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_159,0,2011-07-06,Wednesday,5,7,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_159,51,2011-07-06,Wednesday,5,7,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_159,39,2011-07-06,Wednesday,5,7,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_159,24,2011-07-06,Wednesday,5,7,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_159,0,2011-07-06,Wednesday,5,7,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_160,0,2011-07-07,Thursday,6,7,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_160,56,2011-07-07,Thursday,6,7,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_160,38,2011-07-07,Thursday,6,7,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_160,20,2011-07-07,Thursday,6,7,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_160,0,2011-07-07,Thursday,6,7,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_161,0,2011-07-08,Friday,7,7,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_161,43,2011-07-08,Friday,7,7,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_161,34,2011-07-08,Friday,7,7,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_161,42,2011-07-08,Friday,7,7,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_161,0,2011-07-08,Friday,7,7,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_162,0,2011-07-09,Saturday,1,7,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_162,71,2011-07-09,Saturday,1,7,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_162,34,2011-07-09,Saturday,1,7,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_162,33,2011-07-09,Saturday,1,7,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_162,0,2011-07-09,Saturday,1,7,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_163,0,2011-07-10,Sunday,2,7,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_163,67,2011-07-10,Sunday,2,7,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_163,48,2011-07-10,Sunday,2,7,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_163,40,2011-07-10,Sunday,2,7,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_163,0,2011-07-10,Sunday,2,7,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_164,0,2011-07-11,Monday,3,7,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_164,39,2011-07-11,Monday,3,7,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_164,36,2011-07-11,Monday,3,7,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_164,20,2011-07-11,Monday,3,7,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_164,0,2011-07-11,Monday,3,7,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_165,0,2011-07-12,Tuesday,4,7,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_165,37,2011-07-12,Tuesday,4,7,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_165,22,2011-07-12,Tuesday,4,7,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_165,12,2011-07-12,Tuesday,4,7,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_165,0,2011-07-12,Tuesday,4,7,2011,
FOODS_3_090_CA_1_validation,FOODS_3_090,FOODS_3,CA_1,CA,d_166,0,2011-07-13,Wednesday,5,7,2011,
FOODS_3_586_CA_1_validation,FOODS_3_586,FOODS_3,CA_1,CA,d_166,46,2011-07-13,Wednesday,5,7,2011,
FOODS_3_252_CA_1_validation,FOODS_3_252,FOODS_3,CA_1,CA,d_166,18,2011-07-13,Wednesday,5,7,2011,
FOODS_3_586_CA_2_validation,FOODS_3_586,FOODS_3,CA_2,CA,d_166,18,2011-07-13,Wednesday,5,7,2011,
FOODS_3_120_CA_1_validation,FOODS_3_120,FOODS_3,CA_1,CA,d_166,0,2011-07-13,Wednesday,5,7,2011,
